Date,Region,Product_Category,Price,Quantity,Customer_Age,Satisfaction_Score,Product_Return,Revenue
2024-07-19,West,Food,149.95,6,30,2,1,899.6999999999999
2024-07-19,East,Electronics,156.63,16,64,2,0,2506.08
2024-07-19,East,Furniture,319.16,9,57,1,0,2872.44
2024-07-20,North,Furniture,212.3,13,57,1,0,2759.9
2024-07-21,South,Furniture,477.89,12,34,4,0,5734.68
2024-07-21,South,Furniture,367.74,2,30,4,0,735.48
2024-07-22,East,Furniture,441.8,17,38,1,0,7510.6
2024-07-26,South,Food,35.92,4,49,4,0,143.68
2024-07-29,West,Food,154.65,17,45,3,0,2629.05
2024-07-29,South,Clothing,184.15,10,39,5,0,1841.5
2024-08-02,North,Electronics,98.07,18,25,2,1,1765.2599999999998
2024-08-03,North,Furniture,61.67,18,21,2,0,1110.06
2024-08-05,North,Clothing,269.98,11,21,2,0,2969.78
2024-08-06,South,Clothing,160.6,9,19,3,0,1445.3999999999999
2024-08-07,West,Food,308.22,19,20,5,0,5856.18
2024-08-09,East,Furniture,105.23,10,42,3,0,1052.3
2024-08-09,East,Furniture,258.76,19,34,2,1,4916.44
2024-08-09,North,Furniture,18.63,11,61,2,0,204.92999999999998
2024-08-09,West,Furniture,397.66,2,63,3,0,795.32
2024-08-10,East,Food,225.98,7,27,5,0,1581.86
2024-08-12,East,Furniture,305.51,13,60,2,0,3971.63
2024-08-13,West,Furniture,468.73,9,52,1,0,4218.57
2024-08-14,East,Clothing,16.7,17,19,2,0,283.9
2024-08-14,West,Food,261.14,4,53,1,0,1044.56
2024-08-14,North,Food,232.88,15,62,4,0,3493.2
2024-08-15,North,Clothing,404.17,13,22,3,0,5254.21
2024-08-20,West,Electronics,323.07,2,25,3,0,646.14
2024-08-20,East,Furniture,349.47,5,32,4,0,1747.3500000000001
2024-08-22,West,Furniture,478.47,1,37,3,0,478.47
2024-08-22,West,Food,406.83,16,56,2,0,6509.28
2024-08-23,South,Furniture,187.31,13,49,2,0,2435.03
2024-08-25,North,Electronics,275.59,9,52,2,0,2480.31
2024-08-25,South,Clothing,77.46,12,64,5,0,929.52
2024-08-26,North,Electronics,74.57,15,33,1,0,1118.55
2024-08-27,East,Clothing,25.63,18,56,1,0,461.34
2024-08-31,South,Food,403.47,8,40,5,0,3227.76
2024-09-01,West,Food,178.01,17,33,2,0,3026.17
2024-09-01,West,Furniture,99.97,11,42,5,0,1099.67
2024-09-03,South,Furniture,293.3,4,48,1,0,1173.2
2024-09-08,West,Electronics,51.46,9,24,3,1,463.14
2024-09-10,South,Food,101.34,1,46,5,0,101.34
2024-09-11,East,Clothing,106.42,2,43,3,0,212.84
2024-09-11,North,Clothing,178.1,15,35,2,0,2671.5
2024-09-12,North,Food,256.17,13,63,4,0,3330.21
2024-09-14,East,Clothing,224.47,11,64,1,0,2469.17
2024-09-17,South,Clothing,232.32,16,20,4,0,3717.12
2024-09-18,South,Clothing,479.99,8,39,4,0,3839.92
2024-09-20,East,Clothing,412.19,2,52,1,0,824.38
2024-09-21,East,Electronics,426.46,12,39,3,0,5117.5199999999995
2024-09-23,South,Electronics,292.33,16,27,3,0,4677.28
2024-09-25,North,Food,292.09,4,26,3,0,1168.36
2024-09-29,South,Clothing,329.96,12,25,2,0,3959.5199999999995
2024-09-30,East,Clothing,110.69,11,56,3,0,1217.59
2024-10-09,East,Electronics,303.73,18,61,1,0,5467.14
2024-10-13,North,Food,496.95,19,20,3,1,9442.05
2024-10-14,South,Electronics,465.64,7,25,1,0,3259.48
2024-10-16,North,Food,460.1,18,61,5,0,8281.800000000001
2024-10-17,South,Electronics,391.48,4,67,2,0,1565.92
2024-10-23,South,Electronics,243.27,7,49,5,0,1702.89
2024-10-23,South,Furniture,59.94,19,63,2,0,1138.86
2024-10-23,West,Food,339.71,4,18,1,0,1358.84
2024-10-24,West,Electronics,73.93,8,53,3,0,591.44
2024-10-25,East,Clothing,220.13,5,31,1,0,1100.65
2024-10-25,West,Furniture,267.5,13,66,5,0,3477.5
2024-10-28,East,Furniture,123.39,17,41,5,0,2097.63
2024-11-03,East,Electronics,320.15,11,68,3,0,3521.6499999999996
2024-11-03,West,Clothing,83.66,17,38,2,0,1422.22
2024-11-07,West,Electronics,409.64,13,57,5,0,5325.32
2024-11-08,North,Furniture,54.82,9,30,5,0,493.38
2024-11-09,South,Clothing,211.79,9,57,1,0,1906.11
2024-11-16,East,Furniture,428.59,13,18,1,0,5571.67
2024-11-17,North,Electronics,334.17,6,43,4,0,2005.02
2024-11-20,South,Electronics,39.47,1,54,5,0,39.47
2024-11-22,East,Food,9.62,19,32,2,0,182.77999999999997
2024-11-27,East,Clothing,55.02,6,32,4,0,330.12
2024-11-29,North,Food,329.8,7,66,2,0,2308.6
2024-11-30,North,Clothing,392.1,9,45,5,0,3528.9
2024-11-30,South,Furniture,9.39,7,48,2,0,65.73
2024-12-01,South,Food,71.91,4,48,5,0,287.64
2024-12-04,South,Food,274.05,14,62,5,0,3836.7000000000003
2024-12-04,South,Electronics,420.7,5,59,2,0,2103.5
2024-12-07,North,Food,105.6,12,60,3,0,1267.1999999999998
2024-12-07,North,Clothing,284.69,12,37,4,1,3416.2799999999997
2024-12-08,East,Furniture,302.95,18,65,4,0,5453.099999999999
2024-12-11,South,Clothing,39.36,15,28,5,0,590.4
2024-12-11,East,Food,435.94,8,40,4,0,3487.52
2024-12-15,North,Furniture,213.91,3,26,5,0,641.73
2024-12-15,West,Food,142.07,1,22,5,0,142.07
2024-12-20,East,Electronics,15.8,15,58,3,0,237.0
2024-12-21,South,Furniture,453.69,2,60,2,0,907.38
2024-12-24,South,Furniture,485.91,15,19,2,0,7288.650000000001
2024-12-24,West,Electronics,276.24,2,28,3,0,552.48
2024-12-26,West,Electronics,258.62,15,21,3,0,3879.3
2024-12-26,North,Furniture,393.58,9,65,1,0,3542.22
2024-12-28,East,Furniture,327.23,5,27,4,0,1636.15
2024-12-28,West,Furniture,12.09,2,47,4,0,24.18
2024-12-29,North,Electronics,234.02,12,53,5,0,2808.2400000000002
